Text,Sentiment
that's wrong,-0.5
wrong,-0.5
it is not right,-0.14285714285714285
that's not right,-0.14285714285714285
it's wrong,-0.5
that is incorrect,0.0
incorrect,0.0
not correct,0.0
you are wrong,-0.5
not right,-0.14285714285714285
huh,0.0
lol,0.8
xd,0.0
ha ha,0.0
ahahah,0.0
ahah lol,0.8
laughing out loud,0.1
LMAO,0.6
that's funny,0.25
ah,0.0
ah ah ah,0.0
ahah,0.0
ahaha,0.0
ahahaha,0.0
ha,0.0
ha ha ha,0.0
ha ha ha ha,0.0
hah,0.0
haha,0.2
haha funny,0.225
haha haha haha,0.20000000000000004
haha that's funny,0.225
haha very funny,0.2625
hahaha,0.2
hahaha funny,0.225
hahaha very funny,0.2625
he,0.0
hehe,0.0
hehehe,0.0
lmao,0.6
you are so funny,0.25
wow,0.1
wow wow,0.1
wow wow wow,0.10000000000000002
wooow,0.0
woah,0.0
okay see you later,0.25
hope to see you later,0.0
bye for now,0.0
till next time,0.0
I must go,0.0
bye,0.0
goodbye,0.0
see you,0.0
see you soon,0.0
bye-bye,0.0
good bye,0.7
bye bye see you,0.0
bye bye see you soon,0.0
bye bye take care,0.0
I said bye,0.0
never mind bye,0.0
now bye,0.0
that's all goodbye,0.0
that's it goodbye,0.0
leave me alone,0.0
go to bed,0.0
goodbye for now,0.0
talk to you later,0.0
you can go now,0.0
get lost,0.0
goodbye see you later,0.0
alright bye,0.0
see ya,0.0
thanks bye bye,0.2
okay bye,0.5
okay thank you bye,0.5
see you tomorrow,0.0
ok bye,0.5
cu,0.0
good by,0.7
cee you later,0.0
good night,0.7
have a nice day,0.6
see you around,0.0
bye bye,0.0
see you later,0.0
talk to you soon,0.0
take care,0.0
nice talk,0.6
it was quite good,0.7
okay,0.5
okay then,0.5
have a good day,0.7
end,0.0
stop,0.0
till we meet again,0.0
until nex time,0.0
ttyl,0.0
meet you again soon,0.0
good evening,0.7
good evening to you,0.7
hey good evening,0.7
hello good evening,0.7
evening,0.0
good evening there,0.7
good morning,0.7
good morning to you,0.7
hello good morning,0.7
have a nice morning,0.6
have a great morning,0.8
morning,0.0
good morning there,0.7
top of the morning to you,0.5
a good morning,0.7
hi good morning,0.7
and a good morning to you,0.7
good morning too,0.7
sweet dreams,0.35
good night,0.7
have a good night,0.7
good night to you,0.7
thank you good night,0.7
bye good night,0.7
good night bye,0.7
good good night,0.7
good night for now,0.7
goodnight,0.0
night,0.0
thanks goodnight,0.2
good night see you tomorrow,0.7
alright goodnight,0.0
good tonight,0.7
okay have a good night,0.6
how is your morning so far,0.1
how are you getting on,0.0
how's your day going,0.0
how are you,0.0
is everything all right,0.2857142857142857
how are you doing,0.0
how are the things going,0.0
are you alright,0.0
are you okay,0.5
how are you feeling,0.0
how are you going,0.0
is everything okay,0.5
how are you today,0.0
how do you do,0.0
how do you feel,0.0
how have you been,0.0
how is it,0.0
how is it going,0.0
how is your day,0.0
how is your day going,0.0
how is your evening,0.0
how was your day,0.0
are you having a good day,0.7
hope your day is going well,0.0
hope you re having a pleasant evening,0.7333333333333333
how's life,0.0
I'm fine and you,0.4166666666666667
how is your life,0.0
how has your day been,0.0
how is your morning going,0.0
how has your day been going,0.0
how about you,0.0
how is your day being,0.0
how is your day going on,0.0
how your day is going,0.0
what was your day like,0.0
what about your day,0.0
how's your day,0.0
how are you doing this morning,0.0
nice to meet you,0.6
it was nice meeting you,0.6
it was very nice to meet you,0.78
good to know each other,0.2875
glad to meet you,0.5
nice meeting you,0.6
nice to meet you too,0.6
pleased to meet you,0.5
pleasure to meet you,0.0
pleasure to meet you too,0.0
it's nice to see you,0.6
lovely to see you,0.5
I'm glad to see you,0.5
great to see you,0.8
it's good to see you,0.7
glad to see you,0.5
how good it is to see you,0.7
always a pleasure to see you,0.0
nice to see you,0.6
good to see you,0.7
great to see you again,0.8
great to see you too,0.8
I am glad to see you again,0.5
nice to see you again,0.6
glad to see you too,0.5
good to see you again,0.7
it's good to see you too,0.7
it's been so nice to talk to you,0.6
it's been a pleasure talking to you,0.0
nice to talk to you,0.6
it's nice to talk to you,0.6
nice talking to you,0.6
it is nice talking to you,0.6
how nice it is to talk to you,0.6
what is on your mind,0.0
what's happened,0.0
what is up,0.0
what's up,0.0
whazzup,0.0
good what's up,0.7
I said what's up,0.0
then what's up,0.0
what's shaking,0.0
wassup,0.0
what is going on,0.0
what is happening,0.0
what's cracking,0.0
what's cooking,0.0
hey what's up,0.0
what's up today,0.0
I'm being mad,-0.625
I'm enraged,0.0
I'm angry,-0.5
I'm furious,0.0
I am angry with you,-0.5
I am mad,-0.625
I am mad at you,-0.625
I swear at you,0.0
swear,0.0
I am back,0.0
I'm here again,0.0
here I am again,0.0
I got back,0.0
I came back,0.0
I have returned,0.0
that was boring,-1.0
I'm bored,-0.5
bored,-0.5
boring,-1.0
I am getting bored,-0.5
this is boring,-1.0
very boring,-1.0
it bores me,0.0
tell me a joke,0.0
Say something funny.,0.25
Give me a joke.,0.0
Give me a funny joke.,0.25
What's a good joke?,0.7
Do you have any jokes?,0.0
Do you know any jokes?,0.0
I need a good joke.,0.7
Tell me the best joke you know.,1.0
Tell joke.,0.0
Tell me something funny.,0.25
Share a joke with me!,0.0
Tell me something humorous!,0.625
Will you tell me a joke.,0.0
Can you tell me a joke.,0.0
Would you tell me a joke,0.0
Please tell me a joke.,0.0
Could you tell me a joke.,0.0
Would you share a joke with me.,0.0
Could you please share a joke with me.,0.0
Entertain me with a joke.,0.0
Tell me something that you think will make me laugh.,0.3
I want to hear something funny.,0.25
Give me some comic relief.,0.25
Can you tell a joke?,0.0
Know any jokes?,0.0
Come up with a joke you think I'll find funny.,0.25
Let's hear a joke from you.,0.0
say a joke that's funny,0.25
make me laugh with a joke,0.3
"tell me something funny, like a joke",0.25
say a joke,0.0
tell me a short joke,0.0
tell me a story joke,0.0
say a funny joke,0.25
say a joke that's so bad it's funny,-0.22499999999999992
make me laugh with a bad joke,-0.19999999999999993
give me a good joke,0.7
you can say a joke,0.0
I'm overloaded,0.0
I have no time,0.0
I'm busy,0.1
I'm swamped,0.0
I got things to do,0.0
how busy I am,0.1
I got work to do,0.0
I'm working,0.0
I don't have time for this,0.0
I'm insomnious,0.0
I'm sleepless,0.0
I can't get any sleep,0.0
I can't sleep,0.0
I can't fall asleep,0.0
I can't get to sleep,0.0
I can't get no sleep,0.0
I'm insomniac,0.0
i am insominac,0.0
i cannot sleep,0.0
i am sleepless,0.0
i cannot get any sleep,0.0
i cannot seem to get any sleep,0.0
bad time for talking,-0.6999999999999998
I don't want to talk,0.0
let's not talk,0.0
let us not talk,0.0
I'm not talking to you anymore,0.0
I don't want to talk to you,0.0
let's stop talking for a minute,0.0
I'm not in the mood for chatting,0.0
I am excited,0.375
I'm really excited,0.375
how excited I am,0.375
I'm thrilled,0.6
I'm excited about working with you,0.375
I'm excited to start our friendship,0.375
let's go to bed,0.0
I'd like to go to bed,0.0
is it time for bed yet,0.0
it's time to go to bed,0.0
time for us to go to bed,0.0
I'm going to bed,0.0
I'm a little tired and I want to go to bed,-0.29375
it's bed time,0.0
going to bed now,0.0
I am good,0.7
I'm doing just great,0.8
I'm doing fine,0.4166666666666667
I'm good,0.7
I'm doing good,0.7
I'm great thanks,0.5
I am happy,0.8
I'm happy to see you,0.8
happy,0.8
if you're happy then I'm happy,0.8
I'm happy for you,0.8
I'm happy to help,0.8
it is my birthday,0.0
I'm celebrating my birthday today,0.0
today is my birthday,0.0
it's my birthday today,0.0
I was born today,0.0
it's my b-day,0.0
I am here,0.0
here I am,0.0
I'm right here,0.2857142857142857
I'm already here,0.0
can you tell if I'm here or not,0.0
I am joking,0.0
I'm kidding,0.0
I'm just being funny,0.25
it was a joke,0.0
I was just joking,0.0
it's a joke,0.0
joking,0.0
just kidding,0.0
kidding,0.0
kiding,0.0
kidn,0.0
kiddn,0.0
I'm just playing with you,0.0
I like you the way you are,0.0
I like you,0.0
I like you a lot,0.0
I think I like you,0.0
I liked you,0.6
like you a lot,0.0
you are special,0.35714285714285715
I like you too,0.0
I really like you,0.2
but I like you,0.0
I like u,0.0
just like you,0.0
I like you very much,0.26
I like you so much,0.2
yeah I like you,0.0
you're special,0.35714285714285715
yes I like you,0.0
okay I like you,0.5
you are special to me,0.35714285714285715
you are very special,0.4642857142857143
you are so sweet,0.35
you know I like you,0.0
that's why I like you,0.0
I like you baby,0.0
you are very special to me,0.4642857142857143
I just like you,0.0
hey I like you,0.0
thank you I like you too,0.0
I do like you,0.0
you are special for me,0.35714285714285715
no I like you the way you are,0.0
I like you already,0.0
well you are special,0.35714285714285715
but I really like you,0.2
I like you more,0.5
that's what I like about you,0.0
you are so special,0.35714285714285715
hi I like you,0.0
I really really like you,0.2
you're very special,0.4642857142857143
I like you as a friend,0.0
that's because you are special,0.35714285714285715
I said I like you,0.0
you're so special,0.35714285714285715
good I like you,0.7
yes you are special,0.35714285714285715
I like your smile,0.3
I like you as you are,0.0
I'm starting to like you,0.0
you're awesome I like you,1.0
I also like you,0.0
but I like u,0.0
of course I like you,0.0
I like you too you're one of my favorite people to chat with,0.5
but I like you so much,0.2
really like you,0.2
you're funny I like you,0.25
I kinda like you,0.0
you're so special to me,0.35714285714285715
you're very special to me,0.4642857142857143
I like that about you,0.0
but I like you just the way you are,0.0
okay I like you too,0.5
I like you you're cool,0.35
I like you very,0.2
I like you you're nice,0.6
sorry I like you,-0.5
thanks I like you too,0.2
you are really special,0.35714285714285715
you are so special to me,0.35714285714285715
cuz I like you,0.0
I like you now,0.0
I like you so,0.0
I like you too much,0.2
I really do like you,0.2
I really really really really like you,0.2
I like you just the way you are,0.0
I am lonely,-0.09999999999999998
I'm very lonely,-0.12999999999999998
I'm so lonely,-0.09999999999999998
I'm really lonely,-0.09999999999999998
I am feeling lonely,-0.09999999999999998
I feel lonely,-0.09999999999999998
what do I look like,0.0
how do I look,0.0
do I look good,0.7
do you know what I look like,0.0
can you see what I look like,0.0
what do you think I look like,0.0
I love you,0.5
love you,0.5
I adore you,0.0
I am in love with you,0.5
I love you so much,0.35
I love you too,0.5
I think I love you,0.5
loving you,0.6
you know I love you,0.5
I miss you,0.0
missing you,-0.2
miss you,0.0
already miss you,0.0
I miss you much,0.2
I missed you,0.0
I've missed you,0.0
what should I do about it,0.0
any suggestions,0.0
what do you recommend,0.0
give me a wise advice,0.7
I need advice,0.0
any advice,0.0
do you have any advice for me,0.0
advise me,0.0
what should I do,0.0
can I ask for your advice,0.0
can you advise me,0.0
guide me,0.0
can you give me advice,0.0
can you offer any advice,0.0
give me some advice about,0.0
give me some good advice,0.7
help me with advice,0.0
I could use some advice,0.0
I need an advice from you,0.0
I seek your advice,0.0
what can you recommend,0.0
what do you suggest,0.0
what is your advice,0.0
I'm grieving,0.0
I am depressed,0.0
I am upset,0.0
I'm unhappy,-0.6
I'm having a bad day,-0.6999999999999998
I want to cry,0.0
I'm not happy,-0.4
I am not happy,-0.4
I can't seem to find happiness,0.7
I can't find joy,0.8
i can't seem to be happy,0.8
not happy,-0.4
I am sleepy,0.0
I want to sleep,0.0
I'm falling asleep,0.0
I'm falling asleep on my feet,0.0
I'm sleeping,0.0
test,0.0
I am testing you,0.0
can I test you,0.0
I want to test you,0.0
just testing you,0.0
let me test you,0.0
testing chatbot,0.0
testing,0.0
I'm drained,0.0
I've overworked,0.0
I am tired,-0.4
I'm exhausted,-0.4
I grow weary,0.0
I'm worn out,0.0
I'm getting tired,-0.4
I feel tired,-0.4
I'm waiting,0.0
still waiting,0.0
I'll wait,0.0
still wait,0.0
I can't wait anymore,0.0
how long do I have to wait,-0.05
I'd like to see you again,0.0
I hope to see you again,0.0
would be nice to see you again,0.6
that'd be great to see you again,0.8
I'd be happy to see you again,0.8
I'll miss you,0.0
can I see you again,0.0
I just want to talk,0.0
let's discuss something,0.0
let's have a discussion,0.0
can I speak,0.0
can I start speaking,0.0
can we talk,0.0
let's talk,0.0
I want to talk to you,0.0
I need to talk to you,0.0
I want to speak with you,0.0
can we chat,0.0
I'll get back to you in a moment,0.0
be back in 5 minutes,0.0
I'll be back,0.0
I promise to come back,0.0
I'll be back in a few minutes,-0.1
anxiety really bad late,-0.4999999999999999
feel like ca it escape depress,-0.06666666666666667
experience  symptom  really affect life,0.2
feel  abject   event situate,0.0
trouble sleep  problem issue,-0.2
thought really new late,-0.08181818181818182
feel really stress  problem issue,0.2
feel really iso along,0.2
it feel like late,-0.3
i am mental patient,-0.1
struggle mental health recent,-0.05
mental health,-0.1
worry might  mental health conduct,-0.1
what is mental health ?,-0.1
define mental health,-0.1
what is mental health,-0.1
explain me about mental health,-0.1
can you elaborate on mental health,0.2
i want to know about mental health,-0.1
feel sad appear reason,-0.5
feel sad apparently reason,-0.225
lost interest thing use enjoy long time,0.17500000000000002
energy feel tire time  go,0.0
ca it consent make denis happen long time,-0.05
trouble sleep sleep much  go,0.0
long time since felt differ,-0.05
want free problem,0.4
don't want to suicide but i wish to have accident,0.0
What is depression,0.0
Explain depression,0.0
I want to know what depression is,0.0
Define Depression,0.0
Depression defination,0.0
Depression,0.0
give me the defination of depression,0.0
what is the meaning of depression,0.0
hopelessness,0.0
lack interest,0.0
not enjoying lifeany more,0.125
oversleeping,0.0
no joy,-0.4
i feel no joy,-0.4
lack of joy,0.8
lately i have been sad and depressed,-0.4
how to know if i have depression,0.0
how to know you are depressed,0.0
what is to like having depression,0.0
may be suffering form depression,0.0
am depressed,0.0
depression kill,0.0
i have depression,0.0
i may be suffering from depression,0.0
i think i have depression,0.0
how long depression last,-0.025
long depression last,-0.025
depression last,0.0
depression affecting life,0.0
how does depression affect daily life,0.0
if i have dipression how would be my life be like,0.0
what happens during depression,0.0
what if you suffered from depression,0.0
after depression,0.0
what happens to your body if you have depression,0.0
effect of depression,0.0
aftermath of depression,0.0
result of depression,0.0
what happens after you suffered from depression,0.0
you're a loser lmao,0.6
you are a stupid bot,-0.7999999999999999
you're a loser,0.0
i hate you,-0.8
Stupid,-0.7999999999999999
fuck you,-0.4
so dumb,-0.375
you are a moron,-0.8
you are an idiot,-0.8
so fucking dumb,-0.375
are you brain dead?,-0.2
how can you be such an idiot?,-0.4
a baby knows more than you,0.5
i hate your dumb face,-0.5875
you are fucking stupid,-0.7999999999999999
bloody dunce,-0.8
You're an idiot.,-0.8
You are a fool.,0.0
You're foolish.,0.0
You are dumb.,-0.375
You have no sense.,0.0
You are unintelligent.,-0.6499999999999999
You're a dolt.,0.0
You're a dunce.,0.0
You have no brains.,0.0
You have no intelligence.,0.0
You are an idiot.,-0.8
You lack intelligence.,0.0
You are unknowing.,0.0
You are shortsighted.,0.0
Your intelligence is laughable.,-0.5
You know nothing.,0.0
You lack understanding.,0.0
Your mindset is naive.,-0.3
You brain is dull.,-0.2916666666666667
you are dumb,-0.375
you're an idiot,-0.8
God you're a moron,-0.8
you're so dumb,-0.375
you are idiotic,-0.6666666666666666
you're the most moronic person I know,0.5
I can't believe how dumb you are,-0.375
you are unintelligent,-0.6499999999999999
you're not smart,-0.10714285714285714
you are so ignorant,0.0
you are stupid,-0.7999999999999999
you're dumb,-0.375
asshole,0.0
bitch,0.0
fuck u,-0.4
idiot,-0.8
"deal with my ass, you bitch",0.0
you son of a bitch,0.0
shut up asshole,0.0
you asshole,0.0
are u dump?,0.0
fuck off,-0.4
fuck,-0.4
Fuck,-0.4
Fuck you,-0.4
fuck you machine learning bot,-0.4
Fuck u,-0.4
what fuck,-0.4
fucking stupid,-0.7999999999999999
you are fucking stupid guy！,-0.7999999999999999
go fuck yourself,-0.4
Fuck off,-0.4
fuck rasa,-0.4
fuck you!,-0.5
Fuck Off,-0.4
ok fuck you,0.04999999999999999
FUCK,-0.4
fucking work,-0.6
ok shut up,0.5
i want to get rid of depression,0.0
get away from depression,0.0
set free of depression,0.4
i dont want depression,0.0
i want to get rid of anxiety,0.0
get away from anxiety,0.0
set free of anxiety,0.4
i dont want anxiety,0.0
i want to get rid of mental health issues,-0.1
get away from mental health issues,-0.1
set free of mental health issues,0.15000000000000002
i dont want mental health issues,-0.1
i think i have anxiety,0.0
i am going to therapist nothing helped,0.0
i am into counseling nothing helped,0.0
i am trying to get rid of the depression nothing helped,0.0
i going to counsel nothing helped,0.0
i visit consel nothing helped,0.0
i visit therapist nothing helped,0.0
i want to visit therapist,0.0
i need counseling,0.0
i need therapist,0.0
can you provide me the hospital for mental health,-0.1
best hospital for mental health,0.45
mental health hospital number,-0.1
what does depression makes you do,0.0
life after depression,0.0
depression makes you do,0.0
how does depression affect oneself,0.0
coping strategies for depression,0.0
strategies for depression,0.0
treatment depression,0.0
natural remedies for depression,0.1
spiritual care,0.0
spiritual way of treatment,0.0
self-care depress,-0.06666666666666667
depression treat,0.0
partner depressed,0.0
friend depressed,0.0
wife/lover/husband depressed,0.0
roomate depressed,0.0
brother/sister/father/mother depressed,0.0
family member depressed,0.0
support depressed roomate,0.0
support depressed brother/sister/father/mother,0.0
support depressed friend,0.0
types of depression,0.0
type of depression,0.0
what are the types of depression,0.0
what are the type of depression?,0.0
what are the type of depression,0.0
give me the type of depression,0.0
what other type of depression there are,-0.125
other form of depression,-0.125
are there any other form of depression,-0.125
affect depress,-0.06666666666666667
life affect depress,-0.06666666666666667
who are affected by depression,0.0
depress genetic,-0.06666666666666667
how does genetic affect depression,0.0
can depress be genetic,-0.06666666666666667
misconception depress,-0.06666666666666667
myth depress,-0.06666666666666667
stigma depress,-0.06666666666666667
people think of depress,-0.06666666666666667
what do people think of depression,0.0
people thinking mental patient to the depressed person,-0.1
stigmatized depression,0.0
conception towards depression,0.0
what is the understanding of depression in today's world,0.0
find therapist,0.0
help find therapist,0.0
is there a therapist near me,0.1
i need therapy could you help me,0.0
therapy is recommended,0.0
can i have the recommendaion for therapist,0.0
hospital depress,-0.06666666666666667
solution to depress,-0.06666666666666667
therapist near me,0.1
what is symptom of depression,0.0
what is like to have depression,0.0
symptom of depression,0.0
what are the hints to know the symptom of depression,0.0
cause of depress,-0.06666666666666667
why do people suffer from depression,0.0
triggers for depress,-0.06666666666666667
cause for development depression,0.0
risk factor,0.0
what causes depression,0.0
what are the cause of depression,0.0
alternative treatment depression,0.0
exercise depress,-0.06666666666666667
substitute treatment depression,0.0
option treatment depression,0.0
choice treatment depression,0.0
replacement treatment depression,0.0
spiritual treatment depression,0.0
faith to overcome depression,0.0
prayer to overcome depression,0.0
role religion play treat depress,-0.06666666666666667
reduce depress symptom,-0.06666666666666667
combat depress,-0.06666666666666667
treat depress,-0.06666666666666667
substance abuse depression,0.0
what could lead to substance abuse,0.0
substance abuse lead to depression,0.0
Major Depress,-0.002083333333333333
what is major depress,-0.002083333333333333
depression major,0.0625
deine depression major,0.0625
what kind of depress is depression major,0.1986111111111111
Persistent Depressive Disorder,0.0
persistent depressive,0.0
depressive disorder,0.0
type depress depressive disorder,-0.06666666666666667
Seasonal Affective Disorder,0.0
Define seasonal affective,0.0
what is seasonal afffective depress,-0.06666666666666667
Postpartum Depress,-0.06666666666666667
depress after giving birth,-0.06666666666666667
what is postpartum depress,-0.06666666666666667
Psychotic Depress,-0.2833333333333333
what is psycotic depress,-0.06666666666666667
define pyschotic depress,-0.06666666666666667
psychology depress,-0.06666666666666667
no one loves,0.0
no one understands,0.0
let everyone down,-0.15555555555555559
can't function like before,0.0
everyone better than me,0.5
feel like failure,-0.3166666666666667
can't achieve anything,0.0
unlucky,0.0
can't win,0.8
i am zero,0.0
do nothing right,0.2857142857142857
nothing going my way,0.0
feel low,0.0
no energy,0.0
lack energy,0.0
no enthusiasm,0.0
mood low,0.0
so tired,-0.4
want to sucide,0.0
want to die,0.0
don't want to live,0.13636363636363635
leave earth,0.0
kill my family,0.0
kill everyone,0.0
kill him/her/they,0.0
kill myself,0.0
done living,0.0
hang myself,0.0
thought harm suicide,0.0
want suicide,0.0
dont want live,0.13636363636363635
want die,0.0
dont reason live,0.13636363636363635
feel reason continue live,0.13636363636363635
difficult live,-0.18181818181818182
wish east way leave earth,0.0
i want to die,0.0
i want to leave everyone,0.0
attempted suicide,0.0
highest depression rate,0.0
high depression rate,0.16
which country has highest depresion rate,0.0
most depressed country,0.5
depressed country,0.0
where are the people depressed more,0.5
where do you go get depression,0.0
which is the most depressed country,0.5
school cause depression,0.0
homework tension cause depress,-0.06666666666666667
high expecataion form teachers,0.16
failing to meet standers school,0.0
oversleeping depress,-0.06666666666666667
sleep deprived depress,-0.06666666666666667
why cann't i sleep,0.0
not able to sleep,-0.25
can't sleep,0.0
can diabities cause depression,0.0
high sugar level cause depression,0.16
having sugar cause depres,0.0
What is anxiety,0.0
Explain anxiety,0.0
I want to know what anxiety is,0.0
Define anxiety,0.0
anxiety defination,0.0
anxiety,0.0
give me the defination of anxiety,0.0
what is the meaning of anxiety,0.0
anxiety attack time,0.0
how long do anxiety last,-0.025
anxiety last,0.0
type of anxiety,0.0
what other type of anxiety there are,-0.125
other form of anxiety,-0.125
are there any other form of anxiety,-0.125
what are the targeted age group for anxiety,0.0
age group anxiety,0.0
anxiety attack age,0.0
anxiety symptoms,0.0
anxiety attack symptoms,0.0
what are the symptoms od anxiety,0.0
symptom anxiety,0.0
what can anxiety do,0.0
anxiety leads to,0.0
i have anxiety issues,0.0
i am not preety,0.0
am not beautiful,-0.425
am not handsome,-0.25
everyone else looks better,0.5
am ugly,-0.7
feel ugly,-0.7
insecure of looks,-0.5
insecure body,-0.5
i am looser,0.0
i am loser,0.0
never won,0.0
feel loser everytime,0.0
it's tough,-0.3888888888888889
can't seem to succed,0.0
am a failure,-0.3166666666666667
people don't appriciate me,0.0
i am being bullied,0.0
am being bullied,0.0
friend getting bullied,0.0
friends bully,0.0
trouble sleeping,-0.2
racing heart,0.0
"sweating, stomach knots",0.0
scary thoughts,-0.5
"trouble concentrating , tense muscles",-0.26666666666666666
trouble sitting still,-0.2
felling lot of stress,0.0
treatment anxiety,0.0
how do you treat anxiety,0.0
overcome anxiety,0.0
handle anxiety,0.0
reduce anxiety,0.0
common treatment options anxiety,-0.3
3 3 3 rule anxiety,0.0
method to reduce anxiety,0.0
get rid of the anxiety,0.0
i have anxiety give me solution,0.0
i have been suffering from anxiety from a long time,-0.05
what could be the cause of anxiety?,0.0
common triggers anxiety,-0.3
reason of anxiety,0.0
origin anxiety,0.0
treatment anxeity,0.0
how do you treat anxeity,0.0
get rid of anxeity,0.0
remove anxeity,0.0
overcome anxeity,0.0
win anxeity,0.8
how long Anxiety last,-0.025
long Anxiety last,-0.025
Anxiety last,0.0
how long does the anxiety last?,-0.025
Anxiety affecting life,0.0
how does Anxiety affect daily life,0.0
if i have Anxiety how would be my life be like,0.0
coping strategies for anxiety,0.0
strategies for anxiety,0.0
treatment anxiety,0.0
natural remedies for anxiety,0.1
spiritual care for anxiety,0.0
spiritual way of treatment for anxiety,0.0
self-care anxiety,0.0
anxiety treat,0.0
partner anxiety,0.0
friend anxiety,0.0
wife/lover/husband anxiety,0.0
roomate anxiety,0.0
brother/sister/father/mother anxiety,0.0
family member anxiety,0.0
support anxiety roomate,0.0
support anxiety brother/sister/father/mother,0.0
support anxiety friend,0.0
anxiety genetic,0.0
how does genetic affect anxiety,0.0
can anxiety be genetic,0.0
misconception anxiety,0.0
myth anxiety,0.0
stigma anxiety,0.0
people think of anxiety,0.0
what do people think of anxiety,0.0
people thinking mental patient to the anxiety person,-0.1
stigmatized anxiety,0.0
conception towards anxiety,0.0
what is the understanding of anxiety in today's world,0.0
risk factor anxiety,0.0
can anxiety cause,0.0
can therapy help anxiety,0.0
therapy anxiety,0.0
medication depress,-0.06666666666666667
medication anxiety,0.0
medication mental health,-0.1
medicine recommendation,0.0
medicine,0.0
can exercise help reducing anxiety,0.0
excersie helping anxiety,0.0
can exercise help overcome anxiety,0.0
childhood trauma lead anxiety,0.0
lack of social support,0.03333333333333333
taraumatized,0.0
death loved one cause anxiety,0.7
lossing someone causing anxiety,0.0
friend/family/mother/father/sister/brother/grandparents death cause anxiety,0.0
diff anxiety depress,-0.06666666666666667
are anxiety depress same,-0.03333333333333333
depress anxiety diff,-0.06666666666666667
how do you know if you have depression or anxiety,0.0
I was sexually abused by a family member,0.5
How can I get help for my sexual abuse trauma?,0.5
I was sexually abused,0.5
i am a victim of sexual abuse,0.2125
my friend is a sexual abuse victim,0.2125
sexual abuse,0.5
"I think I might have been sexually abused, but I'm not sure. Can you help me figure it out?",0.125
I have scars due to sexual abuse,0.1875
I was abused by someone close to me when I was younger.,0.0
My partner is emotionally abusive towards me.,0.0
I experienced physical abuse as a child.,0.4
abused by partner,0.0
abused by family,0.0
abused by friends,0.0
abuse,0.0
i have been beaten badly,-0.6999999999999998
beaten badly,-0.6999999999999998
have scars every where,0.0
i used to get beat up,0.0
I was in a car accident and can't stop thinking about it,0.0
I witnessed a violent crime and it's affecting me,-0.8
I experienced abuse as a child and it's still impacting me today,0.8
I was in a natural disaster and I can't get the images out of my head,0.1
I was in a war zone and the memories haunt me,0.0
I was in an abusive relationship and it's causing me a lot of anxiety,0.0
I was sexually assaulted and it's affecting my daily life,0.25
I lost a loved one and I can't seem to move on,0.7
I was bullied in school and it's still affecting me as an adult,0.1
I was diagnosed with a serious illness and it's causing me a lot of stress,-0.3333333333333333
I was in a serious accident and I have a lot of physical and emotional pain,-0.1111111111111111
I experienced a traumatic event in my past and it's affecting my relationships now,0.275
I was in a natural disaster and it's causing me anxiety,0.1
I served in the military and have PTSD,-0.1
I was in a toxic relationship and it's left me feeling traumatized,0.0
I was assaulted and it's affecting my daily life,0.0
I lost a loved one suddenly and it's been difficult to cope,0.06666666666666665
I was bullied in school and it's still affecting me today,0.0
